datasheet_id|line|line_in_wargear|dice|name|description|range|type|A|BS_WS|S|AP|D|Unnamed: 13
633|2.0|2||Aeldari missile launcher  sunburst|BLAST|48|Ranged|D6 |3|4|-1|1|
633|3.0|1||Blaster|ASSAULT|18|Ranged|1|3|8|-4|D6+1|
633|4.0|1||Brace of pistols|assault, pistol|12|Ranged|2|3|3|0|1|
633|5.0|1||Corsair firearm|assault, lethal hits|24|Ranged|4|3|4|0|1|
633|6.0|1||Dark lance|heavy|36|Ranged|1|4|12|-3|D6+2|
633|7.0|1||Dissonance pistol|devastating wounds, pistol|12|Ranged|1|3|6|-1|1|
633|8.0|1||Flamer|assault, ignores cover, torrent|12|Ranged|D6||4|0|1|
633|9.0|1||Fusion gun|assault, melta 2|12|Ranged|1|3|8|-4|D6+1|
633|10.0|1||Shardcarbine|anti-infantry 3+, assault|18|Ranged|3|3|2|0|1|
633|11.0|1||Shuriken cannon|sustained hits 1|24|Ranged|3|3|6|-1|2|
633|12.0|1||Shuriken catapult|assault|18|Ranged|2|3|4|-1|1|
633|13.0|1||Splinter cannon|anti-infantry 3+, heavy, sustained hits 1|36|Ranged|3|4|3|-1|2|
633|14.0|1||Shredder|ASSAULT, TORRENT|18|Ranged|D6 ||6|0|1|
633|15.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
633|16.0|1||Spar-glaive||Melee|Melee|4|3|3|0|1|
633|17.0|1||Void sabre||Melee|Melee|3|3|4|-2|1|
634|1.0|1||Blast pistol|pistol|6|Ranged|1|2|8|-3|D3|
634|2.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|2|2|0|1|
634|3.0|1||Agoniser|anti-infantry 3+|Melee|Melee|6|2|3|-2|1|
634|4.0|1||Huskblade|devastating wounds|Melee|Melee|4|2|3|-2|3|
634|5.0|1||Master-crafted power weapon||Melee|Melee|5|2|4|-2|2|
639|1.0|1||Archite glaive and agoniser|anti-infantry 3+, precision|Melee|Melee|7|2|3|-2|1|
640|1.0|1||Leliths blades|anti-infantry 2+, precision, sustained hits 2|Melee|Melee|8|2|3|-2|1|
641|1.0|1||Stinger pistol|anti-infantry 2+, pistol, precision|12|Ranged|1|2|2|-1|D3|
641|2.0|1||Haemonculus tools and scissorhands|anti-infantry 2+, precision|Melee|Melee|5|2|3|-1|D3|
642|1.0|1||Casket of Flensing|devastating wounds, one shot, torrent|12|Ranged|3D6||3|-1|1|
642|2.0|1||Haemonculus tools and scissorhands|anti-infantry 2+, precision|Melee|Melee|5|2|3|-1|D3|
643|1.0|1||Executioners demiklaives  single blade|devastating wounds|Melee|Melee|6|2|6|-2|3|
643|2.0|2||Executioners demiklaives  dual blades|devastating wounds|Melee|Melee|8|2|5|-2|2|
644|1.0|1||Blast pistol|pistol|6|Ranged|1|3|8|-3|D3|
644|2.0|1||Blaster|assault|18|Ranged|1|3|8|-4|D6+1|
644|3.0|1||Dark lance|heavy|36|Ranged|1|4|12|-3|D6+2|
644|4.0|1||Shredder|assault, torrent|18|Ranged|D6||6|0|1|
644|5.0|1||Splinter cannon|anti-infantry 3+, heavy, sustained hits 1|36|Ranged|3|4|3|-1|2|
644|6.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|3|2|0|1|
644|7.0|1||Splinter rifle|anti-infantry 3+, assault|24|Ranged|2|3|2|0|1|
644|8.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
644|9.0|1||Power weapon|anti-infantry 3+|Melee|Melee|3|3|3|-2|1|
646|1.0|1||Blast pistol|pistol|6|Ranged|1|3|8|-4|D3|
646|2.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|3|2|0|1|
646|3.0|1||Gladiatorial weapons||Melee|Melee|5|3|4|-2|1|
646|4.0|1||Hekatarii blade||Melee|Melee|4|3|3|-1|1|
646|5.0|1||Power weapon|anti-infantry 3+|Melee|Melee|5|3|3|-2|1|
648|1.0|1||Demiklaives  single blade||Melee|Melee|4|3|5|-2|2|
648|2.0|2||Demiklaives  dual blades|twin-linked|Melee|Melee|6|3|4|-2|1|
648|3.0|1||Klaive||Melee|Melee|3|3|5|-2|2|
649|1.0|1||Baleblast|assault, devastating wounds, ignores cover|18|Ranged|2|3|5|-1|1|
649|2.0|1||Glimmersteel blade|devastating wounds|Melee|Melee|3|3|5|-1|1|
650|1.0|1||Hexrifle|heavy, precision|36|Ranged|1|3|8|-2|3|
650|2.0|1||Liquifier gun|anti-infantry 3+, torrent|12|Ranged|D6||4|-1|1|
650|3.0|1||Ossefactor|anti-infantry 4+, devastating wounds|24|Ranged|1|3|2|-2|2|
650|4.0|1||Stinger pistol|anti-infantry 2+, pistol|12|Ranged|1|3|2|0|1|
650|5.0|1||Power weapon|anti-infantry 3+|Melee|Melee|3|3|5|-2|1|
650|6.0|1||Torturers tools|anti-infantry 4+|Melee|Melee|2|3|4|-1|1|
650|7.0|1||Twin torturers tools|anti-infantry 4+, twin-linked|Melee|Melee|2|3|4|-1|1|
651|1.0|1||Liquifier gun|anti-infantry 3+, torrent|12|Ranged|D6||4|-1|1|
651|2.0|1||Monstrous weapons||Melee|Melee|4|3|5|-2|2|
651|3.0|1||Paired monstrous weapons|twin-linked|Melee|Melee|4|3|5|-2|2|
652|1.0|1||Splinter pods|anti-infantry 3+, assault, twin-linked|18|Ranged|2|3|2|0|1|
652|2.0|1||Agoniser|anti-infantry 3+|Melee|Melee|3|3|3|-2|1|
652|3.0|1||Clawed Fiend fists|devastating wounds|Melee|Melee|5|4|5|-2|2|
652|4.0|1||Khymerae talons|lethal hits|Melee|Melee|4|4|5|-1|1|
652|5.0|1||Razorwing feathers|sustained hits 1|Melee|Melee|6|4|3|0|1|
656|1.0|1||Dark lance||36|Ranged|1|3|12|-3|D6+2|
656|2.0|1||Disintegrator cannon||36|Ranged|3|3|6|-3|2|
656|3.0|1||Bladevanes and chainsnares||Melee|Melee|D3+3|4|6|-1|1|
657|1.0|1||Splinter cannon|anti-infantry 3+, sustained hits 1|36|Ranged|3|3|3|-1|2|
657|2.0|1||Twin splinter rifle|anti-infantry 3+, assault, rapid fire 2, twin-linked|24|Ranged|2|3|2|0|1|
657|3.0|1||Bladevanes||Melee|Melee|3|4|5|-1|1|
658|1.0|1||Blaster|assault|18|Ranged|1|3|8|-4|D6+1|
658|2.0|1||Heat lance|assault, melta 3|18|Ranged|1|3|14|-4|D6|
658|3.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|3|2|0|1|
658|4.0|1||Splinter rifle|anti-infantry 3+, assault|24|Ranged|2|3|2|0|1|
658|5.0|1||Bladevanes|lance|Melee|Melee|4|3|4|-1|1|
659|1.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|3|2|0|1|
659|2.0|1||Splinter pods|anti-infantry 3+, assault, twin-linked|18|Ranged|2|3|2|0|1|
659|3.0|1||Hellglaive|lance, sustained hits 1|Melee|Melee|3|3|4|-1|2|
659|4.0|1||Power weapon|anti-infantry 3+, lance, sustained hits 1|Melee|Melee|4|3|3|-2|1|
659|5.0|1||Stunclaw|devastating wounds, lance, precision|Melee|Melee|4|3|3|-1|1|
660|1.0|1||Dark Lance||36|Ranged|1|3|12|-3|D6+2|
660|2.0|1||Disintegrator cannon||36|Ranged|3|3|6|-3|2|
660|3.0|1||Razorwing missiles  monoscythe missiles|blast|48|Ranged|D6|3|6|-1|2|
660|4.0|2||Razorwing missiles  neurotoxin missiles|anti-infantry 2+, blast|48|Ranged|D6+3|3|2|0|1|
660|5.0|3||Razorwing missiles  shatterfield missiles|blast|48|Ranged|D6|3|7|-2|1|
660|6.0|1||Splinter cannon|anti-infantry 3+, sustained hits 1|36|Ranged|3|3|3|-1|2|
660|7.0|1||Twin splinter rifle|anti-infantry 3+, assault, rapid fire 2, twin-linked|24|Ranged|2|3|2|0|1|
660|8.0|1||Bladed wings||Melee|Melee|3|4|6|-1|1|
661|1.0|1||Dark scythe||24|Ranged|6|3|8|-4|2|
661|2.0|1||Void lance||36|Ranged|2|3|14|-4|D6+2|
661|3.0|1||Voidraven missiles  implosion missiles|blast|48|Ranged|D3|3|9|-2|3|
661|4.0|2||Voidraven missiles  shatterfield missiles|blast|48|Ranged|D6|3|7|-2|1|
661|5.0|1||Bladed wings||Melee|Melee|3|4|6|-1|1|
662|1.0|1||Blast pistol|pistol|6|Ranged|1|3|8|-3|D3|
662|2.0|1||Blaster|assault|18|Ranged|1|3|8|-4|D6+1|
662|3.0|1||Dark lance|heavy|36|Ranged|1|4|12|-3|D6+2|
662|4.0|1||Haywire blaster|anti-vehicle 4+, devastating wounds, heavy|24|Ranged|2|4|3|-1|3|
662|5.0|1||Heat lance|assault, heavy, melta 3|18|Ranged|1|4|14|-4|D6|
662|6.0|1||Shardcarbine|anti-infantry 3+, assault|18|Ranged|3|3|2|0|1|
662|7.0|1||Shredder|assault, torrent|18|Ranged|D6||6|0|1|
662|8.0|1||Splinter cannon|anti-infantry 3+, heavy, sustained hits 1|36|Ranged|3|4|3|-1|2|
662|9.0|1||Splinter pistol|anti-infantry 3+, assault, pistol|12|Ranged|1|3|2|0|1|
662|10.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
662|11.0|1||Power weapon|anti-infantry 3+|Melee|Melee|3|3|3|-2|1|
663|1.0|1||Stinger pod||24|Ranged|2D6|3|5|0|1|
663|2.0|1||Twin haywire blaster|anti-vehicle 4+, devastating wounds, twin-linked|24|Ranged|2|3|3|-1|3|
663|3.0|1||Twin heat lance|assault, melta 3, twin-linked|18|Ranged|1|3|14|-4|D6|
663|4.0|1||Twin liquifier gun|anti-infantry 3+, torrent, twin-linked|12|Ranged|D6||4|-1|1|
663|5.0|1||Twin splinter cannon|anti-infantry 3+, sustained hits 1, twin-linked|36|Ranged|3|3|3|-1|2|
663|6.0|1||Chain-flails||Melee|Melee|8|3|6|-1|1|
663|7.0|1||Macro-scalpel||Melee|Melee|5|3|7|-2|2|
663|8.0|1||Talos gauntlet||Melee|Melee|5|4|9|-2|3|
663|9.0|1||Talos ichor injector|extra attacks|Melee|Melee|1|2|8|-2|D6|
664|1.0|1||Spirit syphon|ignores cover, torrent|12|Ranged|D6||5|-1|1|
664|2.0|1||Spirit vortex|blast, ignores cover|18|Ranged|D6|3|5|-1|1|
664|3.0|1||Spirit-leech tentacles|anti-infantry 2+|Melee|Melee|6|3|5|-1|1|
665|1.0|1||Dark lance||36|Ranged|1|3|12|-3|D6+2|
665|2.0|1||Disintegrator cannon||36|Ranged|3|3|6|-3|2|
665|3.0|1||Bladevanes||Melee|Melee|3|4|6|-1|1|
666|1.0|1||Storm vortex projector  beam||36|Ranged|3|3|12|-3|D6|
666|2.0|2||Storm vortex projector  blast|blast|24|Ranged|D6+3|3|6|-2|2|
666|3.0|1||Bladevanes||Melee|Melee|3|4|6|-1|1|
666|4.0|1||Prow blade|extra attacks, lance, sustained hits 3|Melee|Melee|1|4|8|-2|2|
667|1.0|1||Pulse disintegrators|assault|36|Ranged|12|3|10|-2|2|
667|2.0|1||Dire scythe blades|devastating wounds|Melee|Melee|9|4|8|-1|2|
680|1.0|1||Demolisher battle cannon|blast|24|Ranged|D6+1|4|14|-3|D6|
680|2.0|1||Eradicator nova cannon|blast, ignores cover|36|Ranged|D3+6|4|7|-1|2|
680|3.0|1||Executioner plasma cannon  standard|blast|36|Ranged|D6+3|4|7|-2|2|
680|3.0|2||Executioner plasma cannon  supercharge|blast, hazardous|36|Ranged|D6+3|4|8|-3|3|
680|4.0|1||Exterminator autocannon|rapid fire 4, twin-linked|48|Ranged|4|4|9|-1|3|
680|5.0|1||Punisher gatling cannon||24|Ranged|20|4|6|0|1|
680|6.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
680|7.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
680|8.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
680|9.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
680|10.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
680|11.0|1||Leman Russ battle cannon|blast|48|Ranged|D6+3|4|10|-1|3|
680|12.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
680|14.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
680|15.0|1||Vanquisher battle cannon|heavy|72|Ranged|1|4|18|-4|D6+6|
680|16.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
686|1.0|1||Autocannon|heavy|48|Ranged|2|5|9|-1|3|
686|2.0|1||Heavy bolter|heavy, sustained hits 1|36|Ranged|3|5|5|-1|2|
686|3.0|1||Lascannon|heavy|48|Ranged|1|5|12|-3|D6+1|
686|4.0|1||Laspistol|pistol|12|Ranged|2|4|3|0|1|
686|5.0|1||Missile launcher  frag|blast, heavy|48|Ranged|D6|5|4|0|1|
686|6.0|2||Missile launcher  krak|heavy|48|Ranged|1|5|9|-2|D6|
686|7.0|1||Mortar|blast, heavy, indirect fire|48|Ranged|D6|5|5|0|1|
686|8.0|1||Weapons team close combat weapons||Melee|Melee|2|4|3|0|1|
690|1.0|1||Autocannon||48|Ranged|2|4|9|-1|3|
690|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
690|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
690|4.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
690|5.0|1||Multi-laser||36|Ranged|4|4|6|0|1|
690|6.0|1||Missile launcher  frag|blast, heavy|48|Ranged|D6|4|4|0|1|
690|7.0|2||Missile launcher  krak|heavy|48|Ranged|1|4|9|-2|D6|
690|8.0|1||Plasma cannon  standard|blast|36|Ranged|D3|4|7|-2|1|
690|9.0|2||Plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|4|8|-3|2|
690|10.0|1||Close combat weapon||Melee|Melee|2|4|6|0|1|
690|11.0|1||Sentinel chainsaw||Melee|Melee|3|4|6|-1|1|
691|1.0|1||Autocannon||48|Ranged|2|4|9|-1|3|
691|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
691|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
691|4.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
691|5.0|1||Multi-laser||36|Ranged|4|4|6|0|1|
691|6.0|1||Missile launcher  frag|blast, heavy|48|Ranged|D6|4|4|0|1|
691|7.0|2||Missile launcher  krak|heavy|48|Ranged|1|4|9|-2|D6|
691|8.0|1||Plasma cannon  standard|blast|36|Ranged|D3|4|7|-2|1|
691|9.0|2||Plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|4|8|-3|2|
691|10.0|1||Close combat weapon||Melee|Melee|2|4|6|0|1|
691|11.0|1||Sentinel chainsaw||Melee|Melee|3|4|6|-1|1|
692|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
692|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
692|3.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
692|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
692|5.0|1||Lasgun array|rapid fire 6|24|Ranged|6|4|3|0|1|
692|6.0|1||Multi-laser||36|Ranged|4|4|6|0|1|
692|7.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
692|8.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
693|1.0|1||Twin autocannon|twin-linked|48|Ranged|2|4|9|-1|3|
693|2.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
693|3.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
694|1.0|1||Chem cannon|anti-infantry 2+, torrent|12|Ranged|D6+1||2|-2|2|
694|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
694|3.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
694|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
694|5.0|1||Inferno cannon|ignores cover, torrent|18|Ranged|2D6||6|-2|1|
694|6.0|1||Melta cannon|blast, melta 4|18|Ranged|D3|4|9|-4|D6|
694|7.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
694|8.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
695|1.0|1||Earthshaker cannon|blast, indirect fire|240|Ranged|D6+3|4|8|-2|2|
695|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
695|3.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
695|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
695|5.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
696|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
696|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
696|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
696|4.0|1||Hydra autocannon|anti-fly 2+, twin-linked|72|Ranged|4|4|9|-1|3|
696|5.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
697|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
697|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
697|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
697|4.0|1||Wyvern quad stormshard mortar|blast, indirect fire, twin-linked|48|Ranged|2D6|4|5|0|1|
697|5.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
698|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
698|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
698|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
698|4.0|1||Storm eagle rockets|anti-infantry 2+, blast, indirect fire|120|Ranged|D6|4|7|-2|3|
698|5.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
699|1.0|1||Deathstrike missile|blast, one shot, plasma warhead||Ranged|2D6|2|16|-4|1|
699|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
699|3.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
699|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|3|14|-3|D6|
699|5.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
700|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
700|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
700|3.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
700|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
700|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
700|6.0|1||Leman Russ battle cannon|blast|48|Ranged|D6+3|4|10|-1|3|
700|7.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
700|8.0|1||Plasma cannon  standard|blast|36|Ranged|D3|4|7|-2|1|
700|9.0|2||Plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|4|8|-3|2|
700|10.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
700|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
701|1.0|1||Demolisher battle cannon|blast|24|Ranged|D6+1|4|14|-3|D6|
701|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
701|3.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
701|4.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
701|5.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
701|6.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
701|7.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
701|8.0|1||Plasma cannon  standard|blast|36|Ranged|D3|4|7|-2|1|
701|9.0|2||Plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|4|8|-3|2|
701|10.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
701|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
702|1.0|1||Baneblade cannon|blast|72|Ranged|3D6|4|12|-2|3|
702|2.0|1||Coaxial autocannon||48|Ranged|2|4|9|-1|3|
702|3.0|1||Demolisher cannon|blast|24|Ranged|D6+3|4|14|-3|D6|
702|4.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
702|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
702|6.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
702|7.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
702|8.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
703|1.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
703|2.0|1||Tremor cannon|blast|36|Ranged|2D6+3|4|12|-2|3|
703|3.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
703|4.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
703|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
704|1.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
704|2.0|1||Quake cannon|blast, ignores cover|72|Ranged|D6+6|4|16|-4|4|
704|3.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
704|4.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
704|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
705|1.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
705|2.0|1||Magma cannon|blast, melta 6|24|Ranged|D6+3|4|12|-4|D6|
705|3.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
705|4.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
705|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
706|1.0|1||Coaxial autocannon||48|Ranged|2|4|9|-1|3|
706|2.0|1||Demolisher cannon|blast|24|Ranged|D6+3|4|14|-3|D6|
706|3.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
706|4.0|1||Hellhammer cannon|blast, ignores cover|30|Ranged|4D6|4|7|-1|2|
706|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
706|6.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
706|7.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
706|8.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
707|1.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
707|2.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
707|3.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
707|4.0|1||Volcano cannon|blast, heavy|96|Ranged|D3+1|4|24|-5|12|
707|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
708|1.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
708|2.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
708|3.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
708|4.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
708|5.0|1||Vulcan mega-bolter|sustained hits 1|48|Ranged|20|4|6|-1|2|
708|6.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
709|1.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
709|2.0|1||Stormsword siege cannon|blast, ignores cover|48|Ranged|D6+6|4|16|-4|D6+2|
709|3.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|4|5|-1|2|
709|4.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||6|-1|1|
709|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
713|1.0|1||Auto shotgun|assault|12|Ranged|3|3|4|0|2|
713|2.0|1||Plasma pistol  standard|pistol|12|Ranged|1|3|7|-2|1|
713|3.0|2||Plasma pistol  supercharge|hazardous, pistol|12|Ranged|1|3|8|-3|2|
713|4.0|1||Bionic arm with devils claw|anti-monster 4+|Melee|Melee|6|2|6|-2|2|
714|1.0|1||Payback|sustained hits 1|36|Ranged|3|3|5|-1|2|
714|2.0|1||Close combat weapon||Melee|Melee|4|3|4|0|1|
716|1.0|1||Bolt pistol|pistol|12|Ranged|1|3|4|0|1|
716|2.0|1||Plasma pistol  standard|pistol|12|Ranged|1|3|7|-2|1|
716|3.0|2||Plasma pistol  supercharge|hazardous, pistol|12|Ranged|1|3|8|-3|2|
716|4.0|1||Chainsword||Melee|Melee|4|3|3|0|1|
716|5.0|1||Power weapon||Melee|Melee|3|3|4|-2|1|
719|1.0|1||Bolt pistol|pistol|12|Ranged|1|3|4|0|1|
719|2.0|1||Flamer|ignores cover, torrent|12|Ranged|D6||4|0|1|
719|3.0|1||Grenade launcher  frag|blast|24|Ranged|D3|3|4|0|1|
719|4.0|2||Grenade launcher  krak||24|Ranged|1|3|9|-2|D3|
719|5.0|1||Hot-shot lasgun|rapid fire 1|24|Ranged|1|3|3|-1|1|
719|6.0|1||Hot-shot laspistol|pistol|12|Ranged|1|3|3|-1|1|
719|7.0|1||Hot-shot volley gun|rapid fire 2|30|Ranged|2|3|4|-1|1|
719|8.0|1||Meltagun|melta 2|12|Ranged|1|3|9|-4|D6|
719|9.0|1||Plasma gun  standard|rapid fire 1|24|Ranged|1|3|7|-2|1|
719|10.0|2||Plasma gun  supercharge|hazardous, rapid fire 1|24|Ranged|1|3|8|-3|2|
719|11.0|1||Plasma pistol  standard|pistol|12|Ranged|1|3|7|-2|1|
719|12.0|2||Plasma pistol  supercharge|hazardous, pistol|12|Ranged|1|3|8|-3|2|
719|13.0|1||Close combat weapon||Melee|Melee|2|4|3|0|1|
719|14.0|1||Tempestus dagger||Melee|Melee|4|3|3|0|1|
721|1.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
721|2.0|1||Taurox battle cannon|blast|48|Ranged|D6|3|8|-1|2|
721|3.0|1||Taurox gatling cannon|devastating wounds, twin-linked|24|Ranged|8|3|4|0|1|
721|4.0|1||Taurox missile launcher  frag|blast, twin-linked|48|Ranged|D6|3|4|0|1|
721|5.0|2||Taurox missile launcher  krak|twin-linked|48|Ranged|1|3|9|-2|D6|
721|6.0|1||Twin autocannon|twin-linked|48|Ranged|2|3|9|-1|3|
721|7.0|1||Twin Taurox hot-shot volley gun|rapid fire 3, twin-linked|30|Ranged|3|3|4|-1|1|
721|8.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
722|1.0|1||Ripper gun|rapid fire 3|18|Ranged|3|4|5|-1|2|
722|2.0|1||Ripper gun||Melee|Melee|4|3|6|-1|1|
723|1.0|1||Grenadier gauntlet|blast|18|Ranged|D6|4|4|0|1|
723|2.0|1||Bullgryn maul||Melee|Melee|4|3|7|-1|2|
723|3.0|1||Close combat weapon||Melee|Melee|4|3|6|0|1|
724|1.0|1||Tankstopper rifle|heavy|36|Ranged|1|3|9|-3|D6|
