datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
601|4|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding CHARACTER models) to an unmodified 6.Designers Note: Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.|Wargear||
602|1|9894.0||||Faction||
602|2|||Extreme Mobility|Each time this unit makes a Normal, Advance, Fall Back or Charge move, ignore any vertical distance when determining the total distance models in this unit can be moved during that move.|Datasheet||
602|3|||Shimmershield|The bearer has a 4+ invulnerable save.|Wargear||
603|1|||Skyhunter|Each time this model makes a ranged attack that targets a unit that can FLY, add 1 to the Hit roll and add 1 to the Wound roll.|Datasheet||
605|1|8339.0||||Core|1|
605|2|9894.0||||Faction||
605|3|||Harassment Fire|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
606|1|||Mindshock Pod (Aura, Psychic)|"While an enemy unit is within 9"" of this model, subtract 1 from Battle-shock and Leadership tests taken for that unit."|Datasheet||
607|1|9894.0||||Faction||
607|2|||Inescapable Accuracy|Each time a model in this unit makes a ranged attack, you can ignore any or all modifiers to that attacks Ballistic Skill characteristic and any or all modifiers to the Hit roll.|Datasheet||
607|3|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding CHARACTER models) to an unmodified 6.Designers Note: Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.|Wargear||
609|1|8339.0||||Core|D3|
609|2|8343.0||||Core||
609|3|9894.0||||Faction||
609|4|||Fire Support|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly model that disembarked from this TRANSPORT this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll.|Datasheet||
610|1|8339.0||||Core|D3|
610|2|9894.0||||Faction||
610|3|||Crystal Matrix|Each time this model is selected to shoot, you can re-roll one Hit roll and you can re-roll one Wound roll when resolving those attacks.|Datasheet||
610|4|||Linked Fire|When selecting targets for this weapon, you can measure range and determine visibility from another friendly FIRE PRISM model that is visible to the bearer. When doing so, this weapon has an Attacks characteristic of 1.|Wargear profile||
611|1|8339.0||||Core|D3|
611|2|9894.0||||Faction||
611|3|||Monofilament Web|In your Shooting phase, after this model has shot, if one or more of those attacks made with its doomweaver scored a hit against an enemy unit, until the start of your next turn, that enemy unit is pinned. While a unit is pinned, subtract 2 from that units Move characteristic and subtract 2 from Charge rolls made for it.|Datasheet||
612|1|8344.0||||Core|"9"""|
612|2|9894.0||||Faction||
612|3|||Crystalline Targeting|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly AELDARI unit makes an attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. Each unit can only be selected for this ability once per turn.|Datasheet||
613|1|8339.0||||Core|1|
613|2|||Fated Hero|At the start of the battle, select one of the following keywords: INFANTRY; MONSTER; MOUNTED; VEHICLE. Each time this model makes an attack that targets a unit with the selected keyword, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.|Datasheet||
613|3|||Psychic Guidance|"While this model is within 12"" of one or more friendly Aeldari Psyker models, improve the Ballistic Skill and Weapon Skill characteristics of weapons equipped by this model by 1 and it has a Leadership characteristic of 6+."|Datasheet||
614|1|8339.0||||Core|D6|
614|2|9894.0||||Faction||
614|3|||Titanic Strides|"Each time this model makes a Normal, Advance or Fall Back move, it can move through models (excluding TITANIC models) and sections of terrain features that are 4"" or less in height. When doing so:It can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.It can also move through sections of terrain features that are more than 4"" in height, but if it does, after it has moved, roll one D6: on a 1, this model is Battle-shocked."|Datasheet||
614|4|||Point-blank Devastation|Each time this models heavy wraithcannon or suncannon targets a unit within half range, you can re-roll the dice to determine the number of attacks made.|Datasheet||
614|5|||Scattershield|The bearer has a 4+ invulnerable save and each time an attack is allocated to the bearer, subtract 1 from the Damage characteristic of that attack.|Wargear||
615|1|8343.0||||Core||
615|2|8337.0||||Core||
615|3|9894.0||||Faction||
615|4|||Shade of Twilight|"In your Shooting phase, after this unit has shot, if it is not within Engagement Range of one or more enemy units, it can make a Normal move of up to D6"". If it does, until the end of the turn, this unit is not eligible to declare a charge."|Datasheet||
616|1|8343.0||||Core||
616|2|9894.0||||Faction||
616|3|||Cloudbreakers|"Each time this model Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of this model."|Datasheet||
617|1|8339.0||||Core|1|
617|2|9894.0||||Faction||
617|3|||Horrify (Psychic)|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. That enemy unit must take a Battle-shock test.|Datasheet||
618|1|8339.0||||Core|1|
618|2|9894.0||||Faction||
618|3|||Lightning Assault|Each time this model ends a Normal move, you can select one enemy unit (excluding MONSTER and VEHICLE units) that it moved over during that move, then roll six D6: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
619|1|8339.0||||Core|D3|
619|2|9894.0||||Faction||
619|3|||Devastating Assault|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. That enemy unit must take a Battle-shock test.|Datasheet||
620|1|8339.0||||Core|D6|
620|2|9894.0||||Faction||
620|3|||Speed of Vaul|"Each time this model Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 9"" to the Move characteristic of this model."|Datasheet||
621|1|8339.0||||Core|D6+2|
621|2|9894.0||||Faction||
621|3|||Lanced Obliteration|Each time an attack made with this models twin Scorpion pulsar destroys an enemy model that has the Deadly Demise ability, that models Deadly Demise ability inflicts mortal wounds on a D6 roll of 4+ instead of on a 6.|Datasheet||
622|1|8339.0||||Core|D6+2|
622|2|9894.0||||Faction||
622|3|||D-rift|"In your Shooting phase, just after selecting a target for this models D-impaler, roll one D6 for the target unit and every other unit within 3"" of that unit: on a 5+, the unit being rolled for is struck by a D-rift. After this model has finished making its attacks against that target unit this phase, each unit struck by a D-rift this phase suffers D3 mortal wounds."|Datasheet||
623|1|8342.0||||Core||
623|2|9894.0||||Faction||
623|3|||Interceptor|Each time this model makes a ranged attack that targets a unit that can FLY, add 1 to the Hit roll.|Datasheet||
624|1|8339.0||||Core|D6|
624|2|9894.0||||Faction||
624|3|||Strafing Run|Each time this model makes a ranged attack that targets a unit that cannot FLY, add 1 to the Hit roll.|Datasheet||
625|1|8339.0||||Core|D6+2|
625|2|8342.0||||Core||
625|3|9894.0||||Faction||
625|4|||Into the Foe|If a unit disembarks from this TRANSPORT before it moves, until the end of the turn, that unit is eligible to charge in a turn in which it Advanced.|Datasheet||
626|1|8339.0||||Core|D6+2|
626|2|8342.0||||Core||
626|3|9894.0||||Faction||
626|4|||Titan Hunter|Each time a ranged attack made by this model is allocated to a MONSTER or VEHICLE model, re-roll a Damage roll of 1.|Datasheet||
627|1|8339.0||||Core|D6|
627|2|8343.0||||Core||
627|3|9894.0||||Faction||
627|4|||Agile|"Each time this model makes a Normal, Advance or Fall Back move, it can move over other models (excluding Titanic models) and terrain features that are 4"" or less in height as if they were not there."|Datasheet||
627|5|||Webway Shunt Generator|Once per battle, at the end of your opponents turn, if this model is not within Engagement Range of one or more enemy units, you can remove this model from the battlefield and place it into Strategic Reserves.|Datasheet||
627|6|||Scattershield|The bearer has a 4+ invulnerable save.|Wargear||
628|1|8339.0||||Core|2D6|
628|2|9894.0||||Faction||
628|3|||Titanic Advance|"Each time this model makes a Normal, Advance or Fall Back move, it can move over models (excluding Titanic models) and terrain features that are 4"" or less in height as if they were not there."|Datasheet||
628|4|||Towering Wraith Construct|Each time you target this model with a Stratagem, you must spend twice that Stratagems stated CP cost to do so.|Datasheet||
628|5|||Revenant Jet Pack|"Each time this model Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 8"" to the Move characteristic of this model."|Datasheet||
629|1|8344.0||||Core|"7"""|
629|2|||Reckless Abandon|You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
630|1|8343.0||||Core||
630|2|8346.0||||Core||
630|3|8337.0||||Core||
630|4|9894.0||||Faction||
630|5|||Reaper of Souls|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Hit roll.|Datasheet||
630|6|||Shadow of Death (Aura)|"While an enemy unit is within 6"" of this model, each time that unit takes a Battle-shock or Leadership test, subtract 1 from that test."|Datasheet||
631|1|8339.0||||Core|D6+6|
631|2|9894.0||||Faction||
631|3|||Titanic Advance|"Each time this model makes a Normal, Advance or Fall Back move, it can move over models (excluding Titanic models) and terrain features that are 4"" or less in height as if they were not there."|Datasheet||
631|4|||Towering Wraith Construct|Each time you target this model with a Stratagem, you must spend three times that Stratagems stated CP cost to do so.|Datasheet||
631|5|||Flawless Poise|This model is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
632|1|||Reaver Band|"Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this unit, if this unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to D6""."|Datasheet||
632|2|||CORSAIRS|If a model from your army with the Leader ability can be attached to a Corsair Voidreavers unit, it can be attached to this unit instead.|Special ( )||
633|1|8343.0||||Core||
633|2|||Skyleap|At the end of your opponents turn, if this unit is not within Engagement Range of one or more enemy units, you can remove this unit from the battlefield and place it into Strategic Reserves.|Datasheet||
634|1|8346.0||||Core||
634|2|8507.0||||Faction||
634|3|||Hatred Eternal (Pain)|In your Shooting phase or the Fight phase, when you select this models unit to shoot or fight, you can spend 1 Pain token to Empower that unit. While that unit is Empowered, each time a model in that unit makes an attack, you can re-roll the Hit roll.|Datasheet||
634|4|||Overlord|"Once per battle, at the start of any phase, you can select one friendly Drukhari unit that is Battle-shocked and within 12"" of this model. That unit is no longer Battle-shocked."|Datasheet||
634|5|||Devious Mastermind|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
634|6|||Shadowfield|You cannot re-roll invulnerable saving throws made for the bearer. The first time an invulnerable saving throw made for the bearer is failed, until the end of the battle, the bearer has no invulnerable save.|Wargear||
634|7|||Soul Trap|Add 1 to the Attacks and Strength characteristics of the bearers melee weapons. The first time the bearer makes a melee attack that destroys an enemy model, after all the bearers attacks have been resolved, until the end of the battle, add an additional 1 to the Attacks and Strength characteristics of the bearers melee weapons.|Wargear||
639|1|8346.0||||Core||
639|2|8507.0||||Faction||
639|3|||Lithe Agility (Pain)|In your Movement phase when you select this models unit to Advance, or in your Charge phase before you make a Charge roll for this models unit, you can spend 1 Pain token to Empower that unit. While that unit is Empowered, you can re-roll Advance and Charge rolls made for that unit.|Datasheet||
639|4|||Storm of Blades|While this model is leading a unit, melee weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
639|5|||Bloody Spectacle|Each time this model makes a melee attack that targets a CHARACTER unit, you can re-roll the Hit roll and you can re-roll the Wound roll. Each time this models unit destroys a CHARACTER model, you gain 1CP.|Datasheet||
640|1|8340.0||||Core||
640|2|8346.0||||Core||
640|3|8507.0||||Faction||
640|4|||Brides of Death (Pain)|In the Fight phase, when you select this models unit to fight, you can spend 1 Pain token to Empower that unit. While that unit is Empowered, each time a model in that unit makes a melee attack, improve the Strength and Armour Penetration characteristics of that attack by 1.|Datasheet||
640|5|||Blur of Blades|While this model is leading a unit, models in that unit have the Fights First ability.|Datasheet||
640|6|||Thrilling Spectacle|Once per battle, at the start of the Fight phase, this model can use this ability. If it does, until the end of the phase, this model has a 3+ invulnerable save and change the Attacks characteristic of melee weapons equipped by this model to 12.|Datasheet||
641|1|8338.0||||Core|5+|
641|2|8346.0||||Core||
641|3|8507.0||||Faction||
641|4|||Fleshcraft (Pain)|In your Command phase, you can spend 1 Pain token to Empower this models unit. Each time you do, you can return up to D3+1 destroyed Bodyguard models to that unit.|Datasheet||
641|5|||Fear Incarnate (Aura)|"While an enemy unit is within 6"" of this model, worsen the Leadership characteristic of models in that unit by 1. In addition, in the Battle-shock step of your opponents Command phase, if such an enemy unit is below its Starting Strength, it must take a Battle-shock test."|Datasheet||
641|6|||Pain Adept|In your Command phase, if one or more models from your army with this ability are on the battlefield, roll one D6: on a 4+, you gain 1 Pain token.|Datasheet||
642|1|8338.0||||Core|4+|
642|2|8346.0||||Core||
642|3|8507.0||||Faction||
642|4|||Sculptor of Torments (Pain)|In your Fight phase, when you select this models unit to fight, you can spend 1 of your Pain tokens to Empower this models unit. While that unit is Empowered, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
642|5|||Father of Pain|Each time an attack with a Damage characteristic of 1 is allocated to a model in this models unit, that model has the Feel No Pain 4+ ability against that attack.|Datasheet||
642|6|||Horrific Regeneration|The first time this model is destroyed, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield, as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with its full wounds remaining.|Datasheet||
642|7|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
643|1|8346.0||||Core||
643|2|8507.0||||Faction||
643|3|||Master of Blades (Pain)|In the Fight phase, when you select this models unit to fight, you can spend 1 Pain token to Empower that unit. While that unit is Empowered, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
643|4|||Onslaught|"While this model is leading a unit, each time a model in that unit makes a Pile-in or Consolidation move, it can move up to 6"" instead of up to 3""."|Datasheet||
643|5|||Silent Executioner|Each time this model makes an attack that targets a unit that is below its Starting Strength, you can re-roll the Hit roll. If that target is Below Half-strength, you can re-roll the Wound roll as well.|Datasheet||
644|1|8507.0||||Faction||
644|2|||Sadistic Raiders (Pain)|In your Shooting phase or the Fight phase, when you select this unit to shoot or fight, you can spend 1 Pain token to Empower this unit. While Empowered, each time a model in this unit makes an attack, re-roll a Wound roll of 1. If the target is within range of an objective marker, you can re-roll the Wound roll instead.|Datasheet||
644|3|||Cruel Enforcers|At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control until your opponents Level of Control over that objective marker is greater than yours at the end of a phase.|Datasheet||
644|4|||Kabalite Icon|While the bearers unit is not Battle-shocked, add 1 to the bearers Objective Control characteristic.|Wargear||
644|5|||Phantasm Grenade Launcher|The bearers unit has the Smoke and Grenades keywords.|Wargear||
646|1|8507.0||||Faction||
646|2|||Acrobatic Gladiators (Pain)|At the start of your Charge phase, you can spend 1 Pain token to Empower this unit. While Empowered, this unit is eligible to declare a charge in a turn in which it Advanced or Fell Back.|Datasheet||
646|3|||No Escape|Each time an enemy unit (excluding MONSTERS and VEHICLES) within Engagement Range of one or more units from your army with this ability Falls Back, all models in that enemy unit must take a Desperate Escape test. When doing so, if that enemy unit is Battle-shocked, subtract 1 from each of those tests.|Datasheet||
648|1|8507.0||||Faction||
648|2|||Decapitating Strikes (Pain)|In the Fight phase, when you select this unit to fight, you can spend 1 Pain token to Empower this unit. While Empowered, each time a model in this unit makes a melee attack that targets an INFANTRY unit, that attack has the [DEVASTATING WOUNDS] ability.|Datasheet||
648|3|||Tormentors|At the start of the Fight phase, each enemy unit within Engagement Range of one or more units with this ability must take a Battle-shock test. Each time a model in this unit makes a melee attack that targets a Battle-shocked unit, add 1 to the Hit roll.|Datasheet||
648|4|||Incubi Shrine Token|Once per battle for each Incubi Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a Klaivex or Incubi model in this unit to an unmodified 6.Designer's Note: Place an Incubi Shrine token next to the unit for each Incubi Shrine token it has, removing one each time this ability is used.|Wargear||
649|1|8343.0||||Core||
649|2|8345.0||||Core||
649|3|8337.0||||Core||
649|4|8507.0||||Faction||
649|5|||Fade Away (Pain)|At the end of your opponents Fight phase, if this unit is not within Engagement Range of one or more enemy units, you can spend 1 Pain token to Empower this unit. Each time you do, remove this unit from the battlefield and place it into Strategic Reserves.|Datasheet||
649|6|||Shade Weavers|"This unit cannot be targeted by ranged attacks unless the attacking model is within 18""."|Datasheet||
650|1|8507.0||||Faction||
650|2|||Experimental Enhancements (Pain)|In the Fight phase, when you select this unit to fight, you can spend 1 Pain token to Empower this unit. Each time you do, select one of the following to apply to this unit until the end of the phase:Melee weapons equipped by non-CHARACTER models in this unit have an Attacks characteristic of 3.Melee weapons equipped by non-CHARACTER models in this unit have an Attacks characteristic of 4 and the [HAZARDOUS] ability.|Datasheet||
650|3|||Torturers Craft|In your Shooting phase and the Fight phase, after this unit has shot or fought, select one enemy unit (excluding VEHICLES) hit by one or more of those attacks. That unit must take a Battle-shock test.|Datasheet||
651|1|8338.0||||Core|5+|
651|2|8507.0||||Faction||
651|3|||Macro-steroids (Pain)|In the Fight phase, when you select this unit to fight, you can spend 1 of your Pain tokens to Empower this unit. While Empowered, melee weapons equipped by models in this unit have a Strength characteristic of 8 and the [LETHAL HITS] ability.|Datasheet||
651|4|||Monstrous Charge|Each time this unit ends a Charge move, select one enemy unit within Engagement Range of it, then roll one D6 for each model in this unit that is within Engagement Range of that enemy unit: for each 4+, that enemy unit suffers D3 mortal wounds.|Datasheet||
651|5|||MONSTROUS HULKS|This unit cannot embark within a Venom, but it can embark within other Drukhari Transports; when doing so, each Grotesque model takes up the space of 3 models.|Fortification ( )||
652|1|8344.0||||Core|"9"""|
652|2|8507.0||||Faction||
652|3|||Goaded Savagery (Pain)|In the Fight phase, when you select this unit to fight, you can spend 1 of your Pain tokens to Empower this unit. While this unit is Empowered, if it contains a BEASTMASTER model, each time a BEAST model in this unit makes a melee attack, you can re-roll the Hit roll and you can re-roll the Wound roll.|Datasheet||
652|4|||Beastmaster|While this unit contains a BEASTMASTER model, you can re-roll Charge rolls made for this unit.|Datasheet||
656|1|8339.0||||Core|D3|
656|2|8343.0||||Core||
656|3|8334.0||||Core|11|
656|4|8507.0||||Faction||
656|5|||Splinter Racks (Pain)|In your Shooting phase, when you select this model to shoot, you can spend 1 Pain token to Empower this model. While Empowered, if one or more units are embarked within this model, each time this model makes an attack with a ranged weapon that has the [ANTI] ability, you can re-roll the Hit roll.|Datasheet||
656|6|||Vanguard of the Dark City|At the start of your Command phase, select one of the abilities in the Vanguard of the Dark City section (see above) for this model. Until the start of your next Command phase, this model has that ability.|Datasheet||
656|7|||Masters of the Shadowed Sky|At the end of your Command phase, if this model is within range of an objective marker you control, and if one or more Kabalite Warriors units are embarked within it, that objective marker remains under your control until your opponents Level of Control over that objective marker is greater than yours at the end of a phase.|Primarch||
656|8|||Speed of the Kill|"Each time a Wyches unit disembarks from this model (excluding Emergency Disembarkations), models in that WYCHES unit must be set up wholly within 6"" of this model."|Primarch||
656|9|||Visions of Butchery|While one or more Wracks units are embarked within this model, for each WRACKS model embarked within this model, add 1 to the Attacks characteristic of this models bladevanes and chainsnares.|Primarch||
656|10|||Aethersails|While one or more Drukhari units are embarked within this model, you can re-roll Advance and Charge rolls made for this model.|Primarch||
657|1|8339.0||||Core|1|
657|2|8343.0||||Core||
657|3|8334.0||||Core|6|
657|4|8337.0||||Core||
657|5|8507.0||||Faction||
657|6|||Rapid Deployment (Pain)|In your Movement phase, when you select this model to Advance, you can spend 1 Pain token to Empower this model. While Empowered, units can disembark from this model after it has Advanced. Units that do so count as having made a Normal move that phase, and cannot declare a charge in the same turn, but can otherwise act normally in the remainder of the turn.|Datasheet||
657|7|||Aerialists|"At the end of the Fight phase, if there are no models currently embarked within this TRANSPORT, you can select one friendly Drukhari Infantry unit that has 6 or fewer models that is wholly within 6"" of this TRANSPORT (you cannot select a unit that can Fly). Unless that unit is within Engagement Range of one or more enemy units, it can embark within this TRANSPORT."|Datasheet||
658|1|8507.0||||Faction||
658|2|||Matchless Swiftness (Pain)|"In your Movement phase, when you select this unit to Advance, you can spend 1 Pain token to Empower this unit. While Empowered, each time this unit Advances, do not make an Advance roll. Instead, until the end of the phase, add 8"" to the Move characteristic of models in this unit."|Datasheet||
658|3|||Eviscerating Fly-by|Each time this unit ends a Normal or Advance move, you can select one enemy unit (excluding MONSTERS and VEHICLES) that it moved over during that move, then roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
658|4|||Cluster Caltrops|Each time you roll to inflict wounds using this units Eviscerating Fly-by ability, you can re-roll one D6 for each model in this unit equipped with cluster caltrops.|Wargear||
658|5|||Grav-talon|The bearers melee weapons have an Armour Penetration characteristic of -2 and the [LETHAL HITS] ability.|Wargear||
659|1|8343.0||||Core||
659|2|8507.0||||Faction||
659|3|||Battlefield Butchery (Pain)|In the Fight phase, when you select this unit to fight, you can spend 1 Pain token to Empower this unit. While Empowered, add 1 to the Attacks and Strength characteristics of this units melee weapons.|Datasheet||
659|4|||Skyboard Evasion|"Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this unit, this unit can make a Normal move of up to D6""."|Datasheet||
659|5|||Phantasm Grenade Launcher|The bearers unit has the Smoke and Grenades keywords.|Wargear||
660|1|8339.0||||Core|D3|
660|2|8337.0||||Core||
660|3|8507.0||||Faction||
660|4|||Nowhere to Run (Pain)|In your Shooting phase, when you select this unit to shoot, you can spend 1 Pain token to Empower this unit. While Empowered, after this unit has shot, select one enemy unit (excluding MONSTERS and VEHICLES) hit by one or more of those attacks; until the start of your next turn, that enemy unit is pinned. While a unit is pinned, subtract 2 from that units Move characteristic and subtract 2 from Charge rolls made for that unit.|Datasheet||
660|5|||Ground Attack Craft|Each time a model in this unit makes a ranged attack that targets an enemy unit (excluding units that can FLY), add 1 to the Hit roll.|Datasheet||
661|1|8339.0||||Core|D3|
661|2|8337.0||||Core||
661|3|8507.0||||Faction||
661|4|||Nowhere to Hide (Pain)|In your Shooting phase, when you select this unit to shoot, you can spend 1 Pain token to Empower this unit. While Empowered, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, that enemy unit cannot have the Benefit of Cover.|Datasheet||
661|5|||Void Mine|"Once per battle, after this unit ends a Normal move, you can select one enemy model that it moved over during that move, then roll one D6 for each enemy unit within D6"" of that model: on a 4+, that enemy unit suffers D6 mortal wounds."|Datasheet||
662|1|8343.0||||Core||
662|2|8507.0||||Faction||
662|3|||Winged Strike (Pain)|In your Shooting phase, when you select this unit to shoot, you can spend 1 Pain token to Empower this unit. While Empowered, each time a model in this unit makes a ranged attack, you can re-roll the Hit roll.|Datasheet||
662|4|||Airborne Evasion|"In your Shooting phase, after this unit has shot, if it is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6"". If it does, until the end of the turn, this unit is not eligible to declare a charge."|Datasheet||
663|1|8339.0||||Core|1|
663|2|8338.0||||Core|5+|
663|3|8507.0||||Faction||
663|4|||Mindless Killing Machines (Pain)|At the start of the Fight phase, you can spend 1 Pain token to Empower this unit. While Empowered, each time a model in this unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6. On a 2+, do not remove it from play; that destroyed model can fight after the attacking unit has finished making its attacks, and it is then removed from play.|Datasheet||
663|5|||Devoted to Pain|If a model in this unit is equipped with 2 macro-scalpels, those weapons have the [TWIN-LINKED] ability.|Datasheet||
663|6|||Torture Device|Each time this unit destroys an enemy unit, you gain 1 additional Pain token.|Datasheet||
664|1|8339.0||||Core|1|
664|2|8338.0||||Core|5+|
664|3|8507.0||||Faction||
664|4|||Pain Parasite (Pain)|In your Shooting phase or the Fight phase, when you select this unit to shoot or fight, you can spend 1 Pain token to Empower this unit. While Empowered, each time this unit shoots or fights, after it has resolved its attacks, if one or more enemy models were destroyed as a result of those attacks, one model in this unit regains up to 3 lost wounds (if all models in this unit have their starting number of wounds and this unit is below its Starting Strength, 1 model is returned to this unit with 3 wounds remaining).|Datasheet||
664|5|||Pain Engine (Aura)|"Each time you spend 1 Pain token to Empower a friendly unit within 9"" of this unit, roll one D6, adding 1 to the result if one or more models in this unit are not equipped with a spirit vortex: on a 5+, you gain 1 Pain token.Designers Note: Pain tokens you spend for reasons other than Empowering a unit do not trigger this ability."|Datasheet||
665|1|8339.0||||Core|D3|
665|2|8343.0||||Core||
665|3|8507.0||||Faction||
665|4|||Agonising Suppression (Pain)|In your Shooting phase, when you select this model to shoot, you can spend 1 Pain token to Empower this model. While Empowered, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
665|5|||Eradicate the Foe|Each time this model makes an attack that targets an enemy unit that is at its Starting Strength, you can re-roll the Hit roll.|Datasheet||
666|1|8339.0||||Core|D3|
666|2|8343.0||||Core||
666|3|8507.0||||Faction||
666|4|||Electromagentic Cascade (Pain)|In your Shooting phase, when you select this model to shoot, you can spend 1 Pain token to Empower this model. While Empowered:Each time this model makes a ranged attack that targets a VEHICLE unit, that attack has the [SUSTAINED HITS 2] ability.Each time this model makes a ranged attack that targets a non-VEHICLE unit, that attack has the [SUSTAINED HITS 1] ability.|Datasheet||
666|5|||Eradicate the Foe|Each time this model makes an attack that targets an enemy unit that is at its Starting Strength, re-roll a Hit roll of 1. If the target unit has a Starting Strength of 1, this ability only applies if that unit has its starting number of wounds.|Datasheet||
667|1|8339.0||||Core|D6|
667|2|8343.0||||Core||
667|3|8334.0||||Core|16|
667|4|8507.0||||Faction||
667|5|||Engine of Destruction (Pain)|In your Shooting phase, when you select this model to shoot, you can spend 1 Pain token to Empower this model. While Empowered, this models pulse disintegrators have the [RAPID FIRE 8] ability.|Datasheet||
667|6|||Scything Charge|Each time this model ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 2-3, that enemy unit suffers D3 mortal wounds; on a 4-5, that enemy unit suffers 3 mortal wounds; on a 6, that enemy unit suffers D3+3 mortal wounds.|Datasheet||
680|1|8339.0||||Core|D3|
680|2|8377.0||||Faction||
680|3|||Vox-net|"Each time this model issues an Order, it can issue it to an eligible unit up to 12"" away."|Datasheet||
680|4|||Death Befitting An Officer|When this model is destroyed, roll one D6: on a 2+, do not remove it from play - it can, after the attacking models unit has finished making its attacks, shoot as if it were your Shooting phase and as if it had its full wounds remaining. This model is then removed from play.|Datasheet||
680|5|||ORDERS|This OFFICER can issue up to 2 Orders to Squadron units.|Special ( )||
680|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
686|1|||Covering Fire|"Each time you target this unit with the Fire Overwatch Stratagem, while resolving that Stratagem, hits are scored on unmodified Hit rolls of 5+, or on unmodified Hit rolls of 4+ instead if this unit is within 6"" of one or more friendly Platoon units."|Datasheet||
686|2|||EMBARKING|While embarked within a Transport, each model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
690|1|8339.0||||Core|1|
690|2|8344.0||||Core|"9"""|
690|3|||Daring Recon|"At the start of your Shooting phase, select one enemy unit within 18"" of and visible to this unit. Until the end of the phase, each time a friendly ASTRA MILITARUM model makes an attack that targets that unit, re-roll a Hit roll of 1."|Datasheet||
690|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
691|1|8339.0||||Core|1|
691|2|||Mobile Hunter-killers|Each time a model in this unit makes an attack that targets a MONSTER or VEHICLE unit, you can re-roll the Wound roll.|Datasheet||
691|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
692|1|8339.0||||Core|D3|
692|2|8334.0||||Core|2|
692|3|||Mobile Command Vehicle|In your Command phase, one Officer model embarked within this TRANSPORT can issue Orders even though it is not on the battlefield. When doing so, measure distances to and from this TRANSPORT.|Datasheet||
692|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
693|1|8339.0||||Core|D3|
